paper,figure_panel_series,target_entity,target_entity_class,quantity,species,value,unit,source_evidence,evidence_locator,source_kind,assertion_status,evidence_kind,expected_scope,bound_at_scope,mention_recovered,assertion_created,applicability_resolved,binding_status,resolved_output_status,inherited_by_case,recipe_status,kb_status,kg_status,canonical_status,first_missing_stage
10.1007_s11671-010-9676-0,F/<single>,10.1007_s11671-010-9676-0-E000,UnresolvedSourceEntity,flow_rate,H2,50,sccm,50 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: unknown),,not_a_recipe_field,present,present,present,
10.1007_s12274-010-0066-9,F1f/200 ALD cycles,10.1007_s12274-010-0066-9-E000,MultiOutputMeasurement,cycle_number,,200,cycle,200 ALD cycles,document.md near Fig 1,body,direct,experimental_condition,figure,figure,True,True,True,bound,present,True,present,present,present,present,
10.1007_s12274-010-0066-9,F1f/200 ALD cycles,10.1007_s12274-010-0066-9-E000,MultiOutputMeasurement,deposition_temperature,,300 °C; 320 °C,,"2 distinct deposition_temperature values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.jcrysgro.2017.04.019,F6a/Al2O3,10.1016_j.jcrysgro.2017.04.019-E000,UnresolvedSourceEntity,generic_pressure,,0.8,mbar,substrates under a pressure of about 0.8 mbar using Ar as carrier and N2 as purging gas. The Te precursor (Et3Si)2Te was,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: unknown),,not_a_recipe_field,present,present,present,
10.1016_j.jcrysgro.2017.04.019,F6a/Al2O3,10.1016_j.jcrysgro.2017.04.019-E000,UnresolvedSourceEntity,cycle_number,,1000 cycle; 2000 cycle,,"2 distinct cycle_number values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.jcrysgro.2017.04.019,F6a/Si,10.1016_j.jcrysgro.2017.04.019-E001,UnresolvedSourceEntity,generic_pressure,,0.8,mbar,substrates under a pressure of about 0.8 mbar using Ar as carrier and N2 as purging gas. The Te precursor (Et3Si)2Te was,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: unknown),,not_a_recipe_field,present,present,present,
10.1016_j.jcrysgro.2017.04.019,F6a/Si,10.1016_j.jcrysgro.2017.04.019-E001,UnresolvedSourceEntity,cycle_number,,1000 cycle; 2000 cycle,,"2 distinct cycle_number values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.jcrysgro.2017.04.019,F6a/SiO2,10.1016_j.jcrysgro.2017.04.019-E002,UnresolvedSourceEntity,generic_pressure,,0.8,mbar,substrates under a pressure of about 0.8 mbar using Ar as carrier and N2 as purging gas. The Te precursor (Et3Si)2Te was,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: unknown),,not_a_recipe_field,present,present,present,
10.1016_j.jcrysgro.2017.04.019,F6a/SiO2,10.1016_j.jcrysgro.2017.04.019-E002,UnresolvedSourceEntity,cycle_number,,1000 cycle; 2000 cycle,,"2 distinct cycle_number values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.5,10.1016_j.sse.2022.108584-E000,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.5,10.1016_j.sse.2022.108584-E000,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.9,10.1016_j.sse.2022.108584-E001,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.9,10.1016_j.sse.2022.108584-E001,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.99,10.1016_j.sse.2022.108584-E002,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/θ_{sat} < 0.99,10.1016_j.sse.2022.108584-E002,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 10 s,10.1016_j.sse.2022.108584-E003,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 10 s,10.1016_j.sse.2022.108584-E003,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 1 s,10.1016_j.sse.2022.108584-E004,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 1 s,10.1016_j.sse.2022.108584-E004,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 0.1 s,10.1016_j.sse.2022.108584-E005,ModelSweep,feature_height,,1,μm,d = 1μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F2a/t_p < 0.1 s,10.1016_j.sse.2022.108584-E005,ModelSweep,feature_length,,100,μm,L = 100μm,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: model_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,deposition_temperature,,310,°C,310 °C,"series label 'Arts 2019, 310 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,exposure,,750,mTorr*s,750 mTorr ⋅ s,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,cycle_number,,400,cycle,400 ALD cycles,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,growth_per_cycle,,1.12,Å/cycle,GPC of 1.12 Å,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,feature_height,,0.5,μm,d = 0.5 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 310 °C",10.1016_j.sse.2022.108584-E006,ImportedLiteratureObservation,feature_length,,5000,μm,L = 5000μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Model, 310 °C",10.1016_j.sse.2022.108584-E007,SimulationRun,deposition_temperature,,310,°C,310 °C,"series label 'Model, 310 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,deposition_temperature,,220,°C,220 °C,"series label 'Arts 2019, 220 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,exposure,,750,mTorr*s,750 mTorr ⋅ s,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,cycle_number,,400,cycle,400 ALD cycles,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,growth_per_cycle,,1.12,Å/cycle,GPC of 1.12 Å,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,feature_height,,0.5,μm,d = 0.5 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 220 °C",10.1016_j.sse.2022.108584-E008,ImportedLiteratureObservation,feature_length,,5000,μm,L = 5000μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Model, 220 °C",10.1016_j.sse.2022.108584-E009,SimulationRun,deposition_temperature,,220,°C,220 °C,"series label 'Model, 220 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,deposition_temperature,,150,°C,150 °C,"series label 'Arts 2019, 150 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,exposure,,750,mTorr*s,750 mTorr ⋅ s,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,cycle_number,,400,cycle,400 ALD cycles,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,growth_per_cycle,,1.12,Å/cycle,GPC of 1.12 Å,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,feature_height,,0.5,μm,d = 0.5 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Arts 2019, 150 °C",10.1016_j.sse.2022.108584-E010,ImportedLiteratureObservation,feature_length,,5000,μm,L = 5000μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F4a/Model, 150 °C",10.1016_j.sse.2022.108584-E011,SimulationRun,deposition_temperature,,150,°C,150 °C,"series label 'Model, 150 °C' (axis 'temperature')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Ylilammi 2018,10.1016_j.sse.2022.108584-E017,ImportedLiteratureObservation,feature_height,,0.1,μm,d = 0.1 μm,document.md near Fig 6,body,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Ylilammi 2018,10.1016_j.sse.2022.108584-E017,ImportedLiteratureObservation,precursor_partial_pressure,,325,mTorr,p A = 325 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F6a/Yim and Ylivaara 2020, t_p = 0.2 s",10.1016_j.sse.2022.108584-E018,ImportedLiteratureObservation,feature_height,,0.1,μm,d = 0.1 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F6a/Yim and Ylivaara 2020, t_p = 0.2 s",10.1016_j.sse.2022.108584-E018,ImportedLiteratureObservation,precursor_partial_pressure,,160,mTorr,p A = 160 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F6a/Yim and Ylivaara 2020, t_p = 0.1 s",10.1016_j.sse.2022.108584-E019,ImportedLiteratureObservation,feature_height,,0.1,μm,d = 0.1 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F6a/Yim and Ylivaara 2020, t_p = 0.1 s",10.1016_j.sse.2022.108584-E019,ImportedLiteratureObservation,precursor_partial_pressure,,160,mTorr,p A = 160 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Arts 2019,10.1016_j.sse.2022.108584-E020,ImportedLiteratureObservation,feature_height,,0.5,μm,d = 0.5 μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Arts 2019,10.1016_j.sse.2022.108584-E020,ImportedLiteratureObservation,exposure,,750,mTorr*s,750 mTorr ⋅ s,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Arts 2019,10.1016_j.sse.2022.108584-E020,ImportedLiteratureObservation,cycle_number,,400,cycle,400 ALD cycles,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Arts 2019,10.1016_j.sse.2022.108584-E020,ImportedLiteratureObservation,growth_per_cycle,,1.12,Å/cycle,GPC of 1.12 Å,reference-scoped statement in document.md,body,approximate,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,F6a/Arts 2019,10.1016_j.sse.2022.108584-E020,ImportedLiteratureObservation,feature_length,,5000,μm,L = 5000μm,reference-scoped statement in document.md,body,direct,literature_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 2.0 µm",10.1016_j.sse.2022.108584-E021,ImportedLiteratureObservation,feature_height,,2.0,µm,d = 2.0 µm,"series label 'Yim and Ylivaara 2020, d = 2.0 µm' (axis 'initial opening d')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 2.0 µm",10.1016_j.sse.2022.108584-E021,ImportedLiteratureObservation,precursor_partial_pressure,,160,mTorr,p A = 160 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 0.5 µm",10.1016_j.sse.2022.108584-E022,ImportedLiteratureObservation,feature_height,,0.5,µm,d = 0.5 µm,"series label 'Yim and Ylivaara 2020, d = 0.5 µm' (axis 'initial opening d')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 0.5 µm",10.1016_j.sse.2022.108584-E022,ImportedLiteratureObservation,precursor_partial_pressure,,160,mTorr,p A = 160 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 0.1 µm",10.1016_j.sse.2022.108584-E023,ImportedLiteratureObservation,feature_height,,0.1,µm,d = 0.1 µm,"series label 'Yim and Ylivaara 2020, d = 0.1 µm' (axis 'initial opening d')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Yim and Ylivaara 2020, d = 0.1 µm",10.1016_j.sse.2022.108584-E023,ImportedLiteratureObservation,precursor_partial_pressure,,160,mTorr,p A = 160 mTorr,reference-scoped statement in document.md,body,estimated,model_input,series,series,True,True,True,bound,entity_only(no case: imported_literature_data),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Knudsen, d = 2.0 µm",10.1016_j.sse.2022.108584-E024,SimulationRun,feature_height,,2.0,µm,d = 2.0 µm,"series label 'Knudsen, d = 2.0 µm' (axis 'initial opening d')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1016_j.sse.2022.108584,"F7a/Bosanquet, d = 2.0 µm",10.1016_j.sse.2022.108584-E025,SimulationRun,feature_height,,2.0,µm,d = 2.0 µm,"series label 'Bosanquet, d = 2.0 µm' (axis 'initial opening d')",series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F2a/Thickness,10.1016_j.tsf.2012.11.127-E000,ExperimentSeries,growth_per_cycle,,0.13,Å/cycle,0.13 Å/cycle,figure 2 caption,caption,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F2a/Thickness,10.1016_j.tsf.2012.11.127-E000,ExperimentSeries,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/Zr ratio: Fe:Zr=1:80,10.1016_j.tsf.2012.11.127-E001,ExperimentSeries,growth_per_cycle,,0.13,Å/cycle,0.13 Å/cycle,document.md near Fig 3,body,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/Zr ratio: Fe:Zr=1:80,10.1016_j.tsf.2012.11.127-E001,ExperimentSeries,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/Zr ratio: Fe:Zr=1:200,10.1016_j.tsf.2012.11.127-E002,ExperimentSeries,growth_per_cycle,,0.13,Å/cycle,0.13 Å/cycle,document.md near Fig 3,body,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/Zr ratio: Fe:Zr=1:200,10.1016_j.tsf.2012.11.127-E002,ExperimentSeries,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/<single>,10.1016_j.tsf.2012.11.127-E003,ExperimentSeries,growth_per_cycle,,0.13,Å/cycle,0.13 Å/cycle,document.md near Fig 3,body,direct,experimental_condition,figure,figure,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F3a/<single>,10.1016_j.tsf.2012.11.127-E003,ExperimentSeries,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: discrete_experimental_sweep),,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F4a/<single>,10.1016_j.tsf.2012.11.127-E004,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4a/Fe:Zr 1:200,10.1016_j.tsf.2012.11.127-E005,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4a/Fe:Zr 1:135,10.1016_j.tsf.2012.11.127-E006,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4a/Fe:Zr 1:80,10.1016_j.tsf.2012.11.127-E007,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4b/<single>,10.1016_j.tsf.2012.11.127-E008,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4b/Fe:Zr 1:200,10.1016_j.tsf.2012.11.127-E009,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4b/Fe:Zr 1:135,10.1016_j.tsf.2012.11.127-E010,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F4b/Fe:Zr 1:80,10.1016_j.tsf.2012.11.127-E011,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/800°C,10.1016_j.tsf.2012.11.127-E012,MultiOutputMeasurement,temperature,,800,°C,800°C,series label '800°C' (axis 'condition'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/800°C,10.1016_j.tsf.2012.11.127-E012,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/600°C,10.1016_j.tsf.2012.11.127-E013,MultiOutputMeasurement,temperature,,600,°C,600°C,series label '600°C' (axis 'condition'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/600°C,10.1016_j.tsf.2012.11.127-E013,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/as grown,10.1016_j.tsf.2012.11.127-E014,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/as grown,10.1016_j.tsf.2012.11.127-E014,MultiOutputMeasurement,temperature,,600 °C; 800 °C,,"2 distinct temperature values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.tsf.2012.11.127,F5a/t-ZrO2,10.1016_j.tsf.2012.11.127-E015,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1016_j.tsf.2012.11.127,F5a/t-ZrO2,10.1016_j.tsf.2012.11.127-E015,MultiOutputMeasurement,temperature,,600 °C; 800 °C,,"2 distinct temperature values at figure scope; no narrower evidence distinguishes them, so none is applied",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1016_j.tsf.2012.11.127,F5a/m-ZrO2,10.1016_j.tsf.2012.11.127-E016,MultiOutputMeasurement,deposition_temperature,,350,°C,growth temperature was maintained at 350°C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
