_stratum,classification_method,condition_status,confidence,current_granularity,current_is_model_result,current_record_id,current_record_kind,current_relevance,current_series_id,current_source_kind,doi,duplicate_evidence_bindings,fallback_substitutions,fig_docling_index,figure_data_conditions,figure_image,first_failure_stage,ground_truth_basis,ground_truth_evidence_span,incorrect_conditions,kb_visible_conditions,manual_review_required,missing_conditions,over_broadcast_conditions,panel,paper_ground_truth_entity_kind,paper_id,pressure_in_caption,pressure_in_pressure_json,pressure_json_conditions,pressure_on_record_usable,printed_figure_number,recipe_conditions,record_id,records_conditions,resolved_conditions,responsible_code_path,root_cause_category,run_structure,sample_index,sample_or_run_id,sampling_stratum,series_label,source_caption,source_curve_n_points,source_pdf_page,supported_as_physical_experiment,underlying_case_key
unresolved_experiment_record|experimental,heuristic,"{""deposition_temperature"": ""correctly_extracted_and_bound"", ""cycle_number"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1007_s12274-010-0066-9-F1f-0,unresolved_experiment_record,experimental,,vision-llm,10.1007_s12274-010-0066-9,,geometry,2,"{""deposition_temperature"": ""300 °C"", ""cycle_number"": 200}",figures/fig_2.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['aspect_ratio', 'cycle_number', 'deposition_temperature', 'feature_height', 'feature_width']",True,,,f,unknown,10.1007_s12274-010-0066-9,False,False,[],False,1,"{""temperature"": 300.0, ""ncycles"": 200.0}",10.1007_s12274-010-0066-9-F1f-0,"{""deposition_temperature"": ""300 °C"", ""cycle_number"": 200}","['aspect_ratio', 'cycle_number', 'deposition_temperature', 'feature_height', 'feature_width']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,25,,unresolved_experiment_record|experimental,series: 200 ALD cycles,"Figure 1 Cross-sectional TEM micrographs analyzing the deposition of Pt thin films by ALD at 300 ° C for different thickness stages: (a) 50 ALD cycles, (b) 100 ALD cycles, (c) 200 ALD cycles, (d) 400 ALD cycles, (e) 1000 ALD cycles, and (f) XRD pattern of a 200 ALD cycle platinum film",36,,uncertain,10.1007_s12274-010-0066-9::F1::f::200 ALD cycles
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1016_j.jcrysgro.2017.04.019-6a-S1-P004,series_member_experiment,experimental,10.1016_j.jcrysgro.2017.04.019-6a-S1,vision-llm,10.1016_j.jcrysgro.2017.04.019,,species,7,{},figures/fig_7.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'generic_pressure', 'molecular_mass']",True,,,a,unknown,10.1016_j.jcrysgro.2017.04.019,False,True,"[{""type"": ""generic_pressure"", ""value"": 0.8, ""unit"": ""mbar"", ""context"": ""process_condition"", ""species"": null}]",True,6,"{""ncycles"": 1500, ""carrier_gas"": {""species"": ""Ar""}}",10.1016_j.jcrysgro.2017.04.019-6a-S1-P004,{},"['cycle_number', 'generic_pressure', 'molecular_mass']",,,undetermined,26,,condition_axis|experimental,substrate: Si,Figure 6. Diagram of the film thickness as a function of cycle numbers. The large change of the nominal growth rate vs. film thickness most likely results from a non-ideal 2D nucleation on the substrate.,10,,uncertain,10.1016_j.jcrysgro.2017.04.019::F6::a::Si
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1016_j.jcrysgro.2017.04.019-6a-S2-P002,series_member_experiment,experimental,10.1016_j.jcrysgro.2017.04.019-6a-S2,vision-llm,10.1016_j.jcrysgro.2017.04.019,,species,7,{},figures/fig_7.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'generic_pressure', 'molecular_mass']",True,,,a,unknown,10.1016_j.jcrysgro.2017.04.019,False,True,"[{""type"": ""generic_pressure"", ""value"": 0.8, ""unit"": ""mbar"", ""context"": ""process_condition"", ""species"": null}]",True,6,"{""ncycles"": 500, ""carrier_gas"": {""species"": ""Ar""}}",10.1016_j.jcrysgro.2017.04.019-6a-S2-P002,{},"['cycle_number', 'generic_pressure', 'molecular_mass']",,,undetermined,27,,condition_axis|experimental,substrate: SiO2,Figure 6. Diagram of the film thickness as a function of cycle numbers. The large change of the nominal growth rate vs. film thickness most likely results from a non-ideal 2D nucleation on the substrate.,10,,uncertain,10.1016_j.jcrysgro.2017.04.019::F6::a::SiO2
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1016_j.jcrysgro.2017.04.019-6a-S2-P009,series_member_experiment,experimental,10.1016_j.jcrysgro.2017.04.019-6a-S2,vision-llm,10.1016_j.jcrysgro.2017.04.019,,species,7,{},figures/fig_7.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'generic_pressure', 'molecular_mass']",True,,,a,unknown,10.1016_j.jcrysgro.2017.04.019,False,True,"[{""type"": ""generic_pressure"", ""value"": 0.8, ""unit"": ""mbar"", ""context"": ""process_condition"", ""species"": null}]",True,6,"{""ncycles"": 4000, ""carrier_gas"": {""species"": ""Ar""}}",10.1016_j.jcrysgro.2017.04.019-6a-S2-P009,{},"['cycle_number', 'generic_pressure', 'molecular_mass']",,,undetermined,28,,condition_axis|experimental,substrate: SiO2,Figure 6. Diagram of the film thickness as a function of cycle numbers. The large change of the nominal growth rate vs. film thickness most likely results from a non-ideal 2D nucleation on the substrate.,10,,uncertain,10.1016_j.jcrysgro.2017.04.019::F6::a::SiO2
paper_level_record|experimental,metadata_inferred,{},0.6,single,False,10.1016_j.matt.2019.12.026-paper-0,paper_level_record,experimental,,,10.1016_j.matt.2019.12.026,,,,{},,none_detected,paper-level fallback record created when no figure data existed,,,[],False,,,,derived_representation,10.1016_j.matt.2019.12.026,False,False,[],False,,{},10.1016_j.matt.2019.12.026-paper-0,{},[],,,not_a_measured_curve,29,,paper_level_record|experimental,,,,,no,10.1016_j.matt.2019.12.026::FNone::-::0
unresolved_experiment_record|experimental,heuristic,"{""pressure"": ""hidden_by_fallback"", ""generic_pressure"": ""incorrectly_broadcast""}",0.9,unresolved,False,10.1016_j.mee.2018.01.027-F4b-0,unresolved_experiment_record,experimental,,vision-llm,10.1016_j.mee.2018.01.027,,geometry,3,{},figures/fig_3.png,06_to_kb._dedup_pressures / ambiguity flagging,record kind unresolved_experiment_record not classifiable from local evidence,,,"['feature_height', 'temperature']",True,pressure,"generic_pressure@paper:[1.599864, 2.66644]",b,unknown,10.1016_j.mee.2018.01.027,False,True,"[{""type"": ""generic_pressure"", ""value"": 12, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 20, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,4,"{""temperature"": 370}",10.1016_j.mee.2018.01.027-F4b-0,{},"['feature_height', 'generic_pressure', 'temperature']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,,30,,unresolved_experiment_record|experimental,series: 9th Talbot Order,"Figure 4: (a) Picture of the laboratory X-ray phase imaging setup with the fabricated one micrometer period iridium gratings mounted as G 0 and G 2 . (b) and (c) display the differential phase contrast images of a sample made of 700 µ m silicon oxide spheres obtained at the 9th and 13rd Talbot orde 2 r 0 configurations. The inset plots shows the histogram of the visibility obtained, that is a dire",20,,uncertain,10.1016_j.mee.2018.01.027::F4::b::9th Talbot Order
unresolved_experiment_record|experimental,heuristic,"{""pressure"": ""hidden_by_fallback"", ""generic_pressure"": ""incorrectly_broadcast""}",0.9,unresolved,False,10.1016_j.mee.2018.01.027-F4c-1,unresolved_experiment_record,experimental,,vision-llm,10.1016_j.mee.2018.01.027,,geometry,3,{},figures/fig_3.png,06_to_kb._dedup_pressures / ambiguity flagging,record kind unresolved_experiment_record not classifiable from local evidence,,,"['feature_height', 'temperature']",True,pressure,"generic_pressure@paper:[1.599864, 2.66644]",c,unknown,10.1016_j.mee.2018.01.027,False,True,"[{""type"": ""generic_pressure"", ""value"": 12, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""generic_pressure"", ""value"": 20, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,4,"{""temperature"": 370}",10.1016_j.mee.2018.01.027-F4c-1,{},"['feature_height', 'generic_pressure', 'temperature']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,,31,,unresolved_experiment_record|experimental,series: 13th Talbot Order,"Figure 4: (a) Picture of the laboratory X-ray phase imaging setup with the fabricated one micrometer period iridium gratings mounted as G 0 and G 2 . (b) and (c) display the differential phase contrast images of a sample made of 700 µ m silicon oxide spheres obtained at the 9th and 13rd Talbot orde 2 r 0 configurations. The inset plots shows the histogram of the visibility obtained, that is a dire",21,,uncertain,10.1016_j.mee.2018.01.027::F4::c::13th Talbot Order
paper_level_record|experimental,metadata_inferred,"{""feature_width"": ""incorrectly_broadcast""}",0.85,single,False,10.1016_j.mee.2018.01.033-paper-0,paper_level_record,experimental,,,10.1016_j.mee.2018.01.033,,geometry,,{},,10_pressure.pressure_facts -> paper-scope broadcast,paper-level fallback record created when no figure data existed,,,[],False,,"feature_width@paper:[6.4, 7.2, 8.0, 8.8, 9.0, 10.0]",,derived_representation,10.1016_j.mee.2018.01.033,False,False,[],False,,{},10.1016_j.mee.2018.01.033-paper-0,{},['feature_width'],03_corpus/scripts/10_pressure.py::pressure_facts + 06_to_kb base_ctrl,J,not_a_measured_curve,32,,paper_level_record|experimental,,,,,no,10.1016_j.mee.2018.01.033::FNone::-::0
condition_axis|model,metadata_inferred,"{""initial_sticking_coefficient"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,single,True,10.1016_j.sse.2022.108584-5b-S1-P002,series_member_experiment,model,10.1016_j.sse.2022.108584-5b-S1,vision-llm,10.1016_j.sse.2022.108584,,geometry;species,7,{},figures/fig_7.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,,,"['deposition_temperature', 'evaporation flux', 'feature_length', 'feature_width', 'molecular_mass', 'surface site area']",False,,"initial_sticking_coefficient@paper:[5e-05, 0.00012, 0.00019, 0.004, 0.0057, 0.0075];precursor_molecular_diameter@paper:[0.265, 0.591]",b,simulation_run_or_profile,10.1016_j.sse.2022.108584,False,False,[],False,5,"{""temperature"": 170.0}",10.1016_j.sse.2022.108584-5b-S1-P002,{},"['deposition_temperature', 'evaporation flux', 'feature_length', 'feature_width', 'initial_sticking_coefficient', 'molecular_mass', 'precursor_molecular_diameter', 'surface site area']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,33,,condition_axis|model,parameter: theta_sat,"Fig. 5. (a) Arrhenius analysis of 𝛽 0 and 𝛤 ev from Table 1. (b) After parameterization to 𝑇 , its effect is investigated in the required 𝑡 𝑝 to reach 95% of saturation, 𝜃 sat at 𝑧 = 𝐿 and SCsat .",17,,no,10.1016_j.sse.2022.108584::F5::b::theta_sat
condition_axis|model,metadata_inferred,"{""initial_sticking_coefficient"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,single,True,10.1016_j.sse.2022.108584-5b-S1-P008,series_member_experiment,model,10.1016_j.sse.2022.108584-5b-S1,vision-llm,10.1016_j.sse.2022.108584,,geometry;species,7,{},figures/fig_7.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,,,"['deposition_temperature', 'evaporation flux', 'feature_length', 'feature_width', 'molecular_mass', 'surface site area']",False,,"initial_sticking_coefficient@paper:[5e-05, 0.00012, 0.00019, 0.004, 0.0057, 0.0075];precursor_molecular_diameter@paper:[0.265, 0.591]",b,simulation_run_or_profile,10.1016_j.sse.2022.108584,False,False,[],False,5,"{""temperature"": 230.0}",10.1016_j.sse.2022.108584-5b-S1-P008,{},"['deposition_temperature', 'evaporation flux', 'feature_length', 'feature_width', 'initial_sticking_coefficient', 'molecular_mass', 'precursor_molecular_diameter', 'surface site area']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,34,,condition_axis|model,parameter: theta_sat,"Fig. 5. (a) Arrhenius analysis of 𝛽 0 and 𝛤 ev from Table 1. (b) After parameterization to 𝑇 , its effect is investigated in the required 𝑡 𝑝 to reach 95% of saturation, 𝜃 sat at 𝑧 = 𝐿 and SCsat .",17,,no,10.1016_j.sse.2022.108584::F5::b::theta_sat
unresolved_experiment_record|model,metadata_inferred,"{""initial_sticking_coefficient"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.85,unresolved,True,10.1016_j.sse.2022.108584-F5a-12,unresolved_experiment_record,model,,vision-llm,10.1016_j.sse.2022.108584,,geometry;species,7,{},figures/fig_7.png,10_pressure.pressure_facts -> paper-scope broadcast,pipeline flags relevance=model / is_model_result,,,"['evaporation flux', 'feature_length', 'feature_width', 'molecular_mass', 'surface site area']",False,,"initial_sticking_coefficient@paper:[5e-05, 0.00012, 0.00019, 0.004, 0.0057, 0.0075];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1016_j.sse.2022.108584,False,False,[],False,5,{},10.1016_j.sse.2022.108584-F5a-12,{},"['evaporation flux', 'feature_length', 'feature_width', 'initial_sticking_coefficient', 'molecular_mass', 'precursor_molecular_diameter', 'surface site area']",03_corpus/scripts/10_pressure.py::pressure_facts + 06_to_kb base_ctrl,J,model_output,35,,unresolved_experiment_record|model,parameter: beta_0,"Fig. 5. (a) Arrhenius analysis of 𝛽 0 and 𝛤 ev from Table 1. (b) After parameterization to 𝑇 , its effect is investigated in the required 𝑡 𝑝 to reach 95% of saturation, 𝜃 sat at 𝑧 = 𝐿 and SCsat .",8,,no,10.1016_j.sse.2022.108584::F5::a::beta_0
coordinate_axis|model,caption_inferred,"{""legend:2.0 µm"": ""bound_with_wrong_quantity"", ""initial_sticking_coefficient"": ""incorrectly_broadcast"", ""precursor_molecular_diameter"": ""incorrectly_broadcast""}",0.9,profile,True,10.1016_j.sse.2022.108584-F7a-25,profile_experiment,model,,vision-llm,10.1016_j.sse.2022.108584,,geometry;species,9,{},figures/fig_9.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,simulated structures to profiles reported by Yim and Ylivaara et al,,"['evaporation flux', 'feature_length', 'feature_width', 'molecular_mass', 'surface site area']",False,,"initial_sticking_coefficient@paper:[5e-05, 0.00012, 0.00019, 0.004, 0.0057, 0.0075];precursor_molecular_diameter@paper:[0.265, 0.591]",a,simulation_run_or_profile,10.1016_j.sse.2022.108584,False,False,[],False,7,{},10.1016_j.sse.2022.108584-F7a-25,{},"['evaporation flux', 'feature_length', 'feature_width', 'initial_sticking_coefficient', 'molecular_mass', 'precursor_molecular_diameter', 'surface site area']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,36,,coordinate_axis|model,"initial opening d: Bosanquet, d = 2.0 µm","Fig. 7. Comparison of simulated structures to profiles reported by Yim and Ylivaara et al. [32] for lateral HAR structures with different initial openings 𝑑 using parameters from Table 2. ''Knudsen'' shows the model using only Knudsen diffusivity, while ''Bosanquet'' includes gas-phase diffusivity.",13,,no,"10.1016_j.sse.2022.108584::F7::a::Bosanquet, d = 2.0 µm"
condition_axis|experimental,heuristic,{},0.6,single,False,10.1016_j.tsf.2012.11.127-2a-S0-P001,series_member_experiment,experimental,10.1016_j.tsf.2012.11.127-2a-S0,vision-llm,10.1016_j.tsf.2012.11.127,,species,1,{},figures/fig_1.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'molecular_mass', 'temperature']",True,,,a,unknown,10.1016_j.tsf.2012.11.127,False,False,[],False,2,"{""temperature"": 350, ""ncycles"": 1000, ""carrier_gas"": {""species"": ""N2""}}",10.1016_j.tsf.2012.11.127-2a-S0-P001,{},"['cycle_number', 'molecular_mass', 'temperature']",,,undetermined,37,,condition_axis|experimental,series: Thickness,Figure 2 - Linear relation of the film thickness with number of cycles indicates that films grow in ALD regime at a growth rate of 0.13 Å/cycle.,4,,uncertain,10.1016_j.tsf.2012.11.127::F2::a::Thickness
correlation_record|experimental,metadata_inferred,{},0.6,correlation,False,10.1016_j.tsf.2012.11.127-F4a-5,correlation_record,experimental,,vision-llm,10.1016_j.tsf.2012.11.127,,species,3,{},figures/fig_3.png,none_detected,both axes are measured outputs; not a swept input,,,"['molecular_mass', 'temperature']",False,,,a,derived_representation,10.1016_j.tsf.2012.11.127,False,False,[],False,4,"{""temperature"": 350, ""carrier_gas"": {""species"": ""N2""}}",10.1016_j.tsf.2012.11.127-F4a-5,{},"['molecular_mass', 'temperature']",,,output_vs_output,38,,correlation_record|experimental,Fe content: Fe:Zr 1:200,Figure 4 - SE experimental and model fit data of ZrO2 and Fe doped ZrO2 films at different Fe doping. The variation in ∆ and Ψ parameters with Fe concentration is evidenced.,24,,no,10.1016_j.tsf.2012.11.127::F4::a::200
unresolved_experiment_record|experimental,heuristic,{},0.7,unresolved,False,10.1016_j.tsf.2012.11.127-F5b-20,unresolved_experiment_record,experimental,,vision-llm,10.1016_j.tsf.2012.11.127,,species,4,{},figures/fig_4.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['molecular_mass', 'temperature']",True,,,b,unknown,10.1016_j.tsf.2012.11.127,False,False,[],False,5,"{""temperature"": 350, ""carrier_gas"": {""species"": ""N2""}}",10.1016_j.tsf.2012.11.127-F5b-20,{},"['molecular_mass', 'temperature']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,39,,unresolved_experiment_record|experimental,condition: t-ZrO2,Figure 5 - XRD measurements of as grown and annealed at 600°C or 800°C ZrO2 (top) or ZrO2:Fe (bottom) films. XRD reference patterns from t-ZrO2 and m-ZrO2 are also shown [22].,29,,uncertain,10.1016_j.tsf.2012.11.127::F5::b::t-ZrO2
condition_axis|experimental,caption_inferred,"{""deposition_temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.95,single,False,10.1021_acs.chemmater.2c01154-7a-S1-P003,series_member_experiment,experimental,10.1021_acs.chemmater.2c01154-7a-S1,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,16,"{""deposition_temperature"": ""150 °C""}",figures/fig_16.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,in situ SE at 150 ° Cusing different H2 flow ratios,,"['H2 flow ratio', 'base_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,measurement,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,7,"{""temperature"": 150.0, ""ncycles"": 30, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-7a-S1-P003,"{""deposition_temperature"": ""150 °C""}","['H2 flow ratio', 'base_pressure', 'chamber_total_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,40,,condition_axis|experimental,H2 flow ratio: 0.20,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,15,,no,10.1021_acs.chemmater.2c01154::F7::a::0.20
condition_axis|experimental,caption_inferred,"{""deposition_temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.95,single,False,10.1021_acs.chemmater.2c01154-7a-S1-P011,series_member_experiment,experimental,10.1021_acs.chemmater.2c01154-7a-S1,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,16,"{""deposition_temperature"": ""150 °C""}",figures/fig_16.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,in situ SE at 150 ° Cusing different H2 flow ratios,,"['H2 flow ratio', 'base_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,measurement,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,7,"{""temperature"": 150.0, ""ncycles"": 110, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-7a-S1-P011,"{""deposition_temperature"": ""150 °C""}","['H2 flow ratio', 'base_pressure', 'chamber_total_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,41,,condition_axis|experimental,H2 flow ratio: 0.20,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,15,,no,10.1021_acs.chemmater.2c01154::F7::a::0.20
condition_axis|experimental,caption_inferred,"{""deposition_temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.95,single,False,10.1021_acs.chemmater.2c01154-7a-S4-P001,series_member_experiment,experimental,10.1021_acs.chemmater.2c01154-7a-S4,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,16,"{""deposition_temperature"": ""150 °C""}",figures/fig_16.png,06_to_kb.split_condition_series,caption states the data are in-situ monitoring of a single run,in situ SE at 150 ° Cusing different H2 flow ratios,,"['H2 flow ratio', 'base_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,measurement,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,7,"{""temperature"": 150.0, ""ncycles"": 10, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-7a-S4-P001,"{""deposition_temperature"": ""150 °C""}","['H2 flow ratio', 'base_pressure', 'chamber_total_pressure', 'cycle_number', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,one_continuous_run,42,,condition_axis|experimental,H2 flow ratio: 0.80,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,15,,no,10.1021_acs.chemmater.2c01154::F7::a::0.80
condition_axis|experimental,caption_inferred,"{""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.9,single,False,10.1021_acs.chemmater.2c01154-8a-S15-P001,series_member_experiment,experimental,10.1021_acs.chemmater.2c01154-8a-S15,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,17,{},figures/fig_17.png,06_to_kb._dedup_pressures / ambiguity flagging,growth vs temperature: one deposition per temperature,as a function of deposition temperature and the H 2 flow ratio,,"['H2 flow ratio', 'base_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,experimental_case,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,8,"{""temperature"": 160, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-8a-S15-P001,{},"['H2 flow ratio', 'base_pressure', 'chamber_total_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,separate_depositions,43,,condition_axis|experimental,H2 flow ratio: 0.65,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,4,,yes,10.1021_acs.chemmater.2c01154::F8::a::0.65
